,date,total_transaction,avg_transaction
62,2020-04-08 18:00:00,7537,606
63,2020-04-08 21:00:00,9898,887
64,2020-04-09 00:00:00,5197,791
65,2020-04-09 03:00:00,5462,513
66,2020-04-09 06:00:00,7563,510
67,2020-04-09 09:00:00,9364,968
68,2020-04-09 12:00:00,9438,789
69,2020-04-09 15:00:00,8554,724
70,2020-04-09 18:00:00,9997,880
71,2020-04-09 21:00:00,8447,766
72,2020-04-10 00:00:00,5815,770
73,2020-04-10 03:00:00,6493,577
74,2020-04-10 06:00:00,5145,646
75,2020-04-10 09:00:00,9397,738
76,2020-04-10 12:00:00,7255,633
77,2020-04-10 15:00:00,9778,860
78,2020-04-10 18:00:00,8178,708
79,2020-04-10 21:00:00,9467,602
80,2020-04-11 00:00:00,9318,654
81,2020-04-11 03:00:00,9251,808
82,2020-04-11 06:00:00,7854,866
83,2020-04-11 09:00:00,5612,520
84,2020-04-11 12:00:00,5288,541
85,2020-04-11 15:00:00,6776,969
86,2020-04-11 18:00:00,5556,540
87,2020-04-11 21:00:00,6565,982
88,2020-04-12 00:00:00,6534,969
89,2020-04-12 03:00:00,6364,781
90,2020-04-12 06:00:00,9271,892
91,2020-04-12 09:00:00,6331,864
92,2020-04-12 12:00:00,7525,963
93,2020-04-12 15:00:00,8421,874
94,2020-04-12 18:00:00,9487,832
95,2020-04-12 21:00:00,7692,752
96,2020-04-13 00:00:00,7666,632
97,2020-04-13 03:00:00,5501,655
98,2020-04-13 06:00:00,8367,901
99,2020-04-13 09:00:00,9887,960
100,2020-04-13 12:00:00,7320,735
101,2020-04-13 15:00:00,7534,944
102,2020-04-13 18:00:00,9208,910
103,2020-04-13 21:00:00,5621,995
104,2020-04-14 00:00:00,8714,576
105,2020-04-14 03:00:00,5141,923
106,2020-04-14 06:00:00,8945,639
107,2020-04-14 09:00:00,7654,873
108,2020-04-14 12:00:00,7573,659
109,2020-04-14 15:00:00,6749,630
110,2020-04-14 18:00:00,6403,968
111,2020-04-14 21:00:00,6636,796
112,2020-04-15 00:00:00,8926,611
113,2020-04-15 03:00:00,7271,787
114,2020-04-15 06:00:00,5608,726
115,2020-04-15 09:00:00,9758,732
116,2020-04-15 12:00:00,9049,900
117,2020-04-15 15:00:00,9954,922
118,2020-04-15 18:00:00,7937,822
119,2020-04-15 21:00:00,9918,727
120,2020-04-16 00:00:00,7334,775
121,2020-04-16 03:00:00,6633,874
122,2020-04-16 06:00:00,5324,512
123,2020-04-16 09:00:00,7053,642
124,2020-04-16 12:00:00,6602,893
125,2020-04-16 15:00:00,9581,851
126,2020-04-16 18:00:00,5972,904
127,2020-04-16 21:00:00,9141,638
128,2020-04-17 00:00:00,7998,628
129,2020-04-17 03:00:00,6483,708
130,2020-04-17 06:00:00,8038,741
131,2020-04-17 09:00:00,6474,769
132,2020-04-17 12:00:00,8176,704
133,2020-04-17 15:00:00,6872,544
134,2020-04-17 18:00:00,8036,650
135,2020-04-17 21:00:00,6617,975
136,2020-04-18 00:00:00,6074,684
137,2020-04-18 03:00:00,8764,655
138,2020-04-18 06:00:00,9659,596
139,2020-04-18 09:00:00,7470,629
140,2020-04-18 12:00:00,8826,717
141,2020-04-18 15:00:00,8404,976
142,2020-04-18 18:00:00,6903,612
143,2020-04-18 21:00:00,8493,880
144,2020-04-19 00:00:00,7722,598
145,2020-04-19 03:00:00,9111,617
146,2020-04-19 06:00:00,7394,907
147,2020-04-19 09:00:00,6465,500
148,2020-04-19 12:00:00,6730,671
149,2020-04-19 15:00:00,7965,972
150,2020-04-19 18:00:00,5438,614
151,2020-04-19 21:00:00,7655,565
152,2020-04-20 00:00:00,5544,823
153,2020-04-20 03:00:00,6475,738
154,2020-04-20 06:00:00,7890,867
155,2020-04-20 09:00:00,9079,546
156,2020-04-20 12:00:00,9398,638
157,2020-04-20 15:00:00,7515,924
158,2020-04-20 18:00:00,6893,501
159,2020-04-20 21:00:00,9237,616
160,2020-04-21 00:00:00,5615,564
161,2020-04-21 03:00:00,8615,731
162,2020-04-21 06:00:00,6096,903
163,2020-04-21 09:00:00,9266,979
164,2020-04-21 12:00:00,9929,941
165,2020-04-21 15:00:00,9475,918
166,2020-04-21 18:00:00,9017,659
167,2020-04-21 21:00:00,8373,706
168,2020-04-22 00:00:00,9286,506
169,2020-04-22 03:00:00,8366,803
170,2020-04-22 06:00:00,8072,804
171,2020-04-22 09:00:00,6560,726
172,2020-04-22 12:00:00,7152,652
173,2020-04-22 15:00:00,8968,634
174,2020-04-22 18:00:00,5476,844
175,2020-04-22 21:00:00,6170,663
176,2020-04-23 00:00:00,6361,590
177,2020-04-23 03:00:00,7604,994
178,2020-04-23 06:00:00,9852,546
179,2020-04-23 09:00:00,8752,745
180,2020-04-23 12:00:00,9457,730
181,2020-04-23 15:00:00,5464,972
182,2020-04-23 18:00:00,7421,810
183,2020-04-23 21:00:00,9908,787
184,2020-04-24 00:00:00,5486,702
185,2020-04-24 03:00:00,5948,857
186,2020-04-24 06:00:00,6451,820
187,2020-04-24 09:00:00,9419,827
188,2020-04-24 12:00:00,5979,846
189,2020-04-24 15:00:00,9047,818
190,2020-04-24 18:00:00,5977,996
191,2020-04-24 21:00:00,9622,992
192,2020-04-25 00:00:00,6725,660
193,2020-04-25 03:00:00,8664,748
194,2020-04-25 06:00:00,8296,598
195,2020-04-25 09:00:00,8942,863
196,2020-04-25 12:00:00,8450,913
197,2020-04-25 15:00:00,6963,554
198,2020-04-25 18:00:00,5748,628
199,2020-04-25 21:00:00,9050,509
200,2020-04-26 00:00:00,6471,788
201,2020-04-26 03:00:00,5129,963
202,2020-04-26 06:00:00,6621,843
203,2020-04-26 09:00:00,8249,950
204,2020-04-26 12:00:00,9036,965
205,2020-04-26 15:00:00,6618,784
206,2020-04-26 18:00:00,9436,536
207,2020-04-26 21:00:00,9658,507
208,2020-04-27 00:00:00,6606,574
209,2020-04-27 03:00:00,6931,893
210,2020-04-27 06:00:00,8776,940
211,2020-04-27 09:00:00,7812,723
212,2020-04-27 12:00:00,9537,900
213,2020-04-27 15:00:00,7376,841
214,2020-04-27 18:00:00,7859,921
215,2020-04-27 21:00:00,8191,776
216,2020-04-28 00:00:00,5020,813
217,2020-04-28 03:00:00,7906,894
218,2020-04-28 06:00:00,5357,890
219,2020-04-28 09:00:00,7806,886
220,2020-04-28 12:00:00,7433,945
221,2020-04-28 15:00:00,8934,915
222,2020-04-28 18:00:00,5990,540
223,2020-04-28 21:00:00,5988,730
224,2020-04-29 00:00:00,9950,719
225,2020-04-29 03:00:00,6512,819
226,2020-04-29 06:00:00,7576,604
227,2020-04-29 09:00:00,5879,898
228,2020-04-29 12:00:00,6665,610
229,2020-04-29 15:00:00,8828,514
230,2020-04-29 18:00:00,5587,877
231,2020-04-29 21:00:00,5631,953
232,2020-04-30 00:00:00,8186,546
233,2020-04-30 03:00:00,7962,817
234,2020-04-30 06:00:00,5598,982
235,2020-04-30 09:00:00,8141,883
236,2020-04-30 12:00:00,6123,995
237,2020-04-30 15:00:00,9557,824
238,2020-04-30 18:00:00,8098,999
239,2020-04-30 21:00:00,7130,704
240,2020-05-01 00:00:00,5489,623
