,date,total_transaction,avg_transaction
140,2020-04-30 11:40:00,7846,940
141,2020-04-30 11:45:00,7771,539
142,2020-04-30 11:50:00,8704,852
143,2020-04-30 11:55:00,7225,829
144,2020-04-30 12:00:00,6746,970
145,2020-04-30 12:05:00,6060,964
146,2020-04-30 12:10:00,6027,561
147,2020-04-30 12:15:00,5418,733
148,2020-04-30 12:20:00,7158,856
149,2020-04-30 12:25:00,9260,620
150,2020-04-30 12:30:00,6111,730
151,2020-04-30 12:35:00,7159,702
152,2020-04-30 12:40:00,8124,866
153,2020-04-30 12:45:00,9028,831
154,2020-04-30 12:50:00,9986,764
155,2020-04-30 12:55:00,5132,964
156,2020-04-30 13:00:00,6882,774
157,2020-04-30 13:05:00,9675,645
158,2020-04-30 13:10:00,9628,961
159,2020-04-30 13:15:00,5906,884
160,2020-04-30 13:20:00,8272,962
161,2020-04-30 13:25:00,8507,704
162,2020-04-30 13:30:00,7307,693
163,2020-04-30 13:35:00,8963,623
164,2020-04-30 13:40:00,6626,538
165,2020-04-30 13:45:00,8736,625
166,2020-04-30 13:50:00,7746,954
167,2020-04-30 13:55:00,6856,980
168,2020-04-30 14:00:00,6461,701
169,2020-04-30 14:05:00,6911,654
170,2020-04-30 14:10:00,6860,854
171,2020-04-30 14:15:00,8500,577
172,2020-04-30 14:20:00,6240,654
173,2020-04-30 14:25:00,6252,944
174,2020-04-30 14:30:00,6030,965
175,2020-04-30 14:35:00,9828,775
176,2020-04-30 14:40:00,9627,668
177,2020-04-30 14:45:00,5326,556
178,2020-04-30 14:50:00,9047,867
179,2020-04-30 14:55:00,5345,601
180,2020-04-30 15:00:00,5219,955
181,2020-04-30 15:05:00,9603,553
182,2020-04-30 15:10:00,9641,643
183,2020-04-30 15:15:00,5438,688
184,2020-04-30 15:20:00,6961,521
185,2020-04-30 15:25:00,6418,869
186,2020-04-30 15:30:00,9409,787
187,2020-04-30 15:35:00,9139,602
188,2020-04-30 15:40:00,6228,719
189,2020-04-30 15:45:00,6145,519
190,2020-04-30 15:50:00,9350,802
191,2020-04-30 15:55:00,8281,787
192,2020-04-30 16:00:00,7783,942
193,2020-04-30 16:05:00,8111,591
194,2020-04-30 16:10:00,9474,864
195,2020-04-30 16:15:00,6082,987
196,2020-04-30 16:20:00,5160,520
197,2020-04-30 16:25:00,6723,806
198,2020-04-30 16:30:00,5703,939
199,2020-04-30 16:35:00,9803,989
200,2020-04-30 16:40:00,6014,837
201,2020-04-30 16:45:00,5633,861
202,2020-04-30 16:50:00,5262,661
203,2020-04-30 16:55:00,9875,520
204,2020-04-30 17:00:00,7985,830
205,2020-04-30 17:05:00,5931,578
206,2020-04-30 17:10:00,6131,917
207,2020-04-30 17:15:00,9472,765
208,2020-04-30 17:20:00,9515,584
209,2020-04-30 17:25:00,7167,916
210,2020-04-30 17:30:00,5503,854
211,2020-04-30 17:35:00,7923,540
212,2020-04-30 17:40:00,6689,753
213,2020-04-30 17:45:00,7385,973
214,2020-04-30 17:50:00,7494,556
215,2020-04-30 17:55:00,6158,843
216,2020-04-30 18:00:00,7818,659
217,2020-04-30 18:05:00,5855,653
218,2020-04-30 18:10:00,7648,864
219,2020-04-30 18:15:00,9546,937
220,2020-04-30 18:20:00,9238,899
221,2020-04-30 18:25:00,6058,784
222,2020-04-30 18:30:00,9954,901
223,2020-04-30 18:35:00,9375,552
224,2020-04-30 18:40:00,9278,804
225,2020-04-30 18:45:00,7204,965
226,2020-04-30 18:50:00,9590,928
227,2020-04-30 18:55:00,6702,919
228,2020-04-30 19:00:00,9698,605
229,2020-04-30 19:05:00,8845,848
230,2020-04-30 19:10:00,7629,612
231,2020-04-30 19:15:00,6624,873
232,2020-04-30 19:20:00,7743,828
233,2020-04-30 19:25:00,5166,780
234,2020-04-30 19:30:00,5228,790
235,2020-04-30 19:35:00,5359,897
236,2020-04-30 19:40:00,9501,605
237,2020-04-30 19:45:00,7034,646
238,2020-04-30 19:50:00,7836,853
239,2020-04-30 19:55:00,6063,702
240,2020-04-30 20:00:00,8565,849
241,2020-04-30 20:05:00,7227,627
242,2020-04-30 20:10:00,9703,578
243,2020-04-30 20:15:00,6304,940
244,2020-04-30 20:20:00,5506,850
245,2020-04-30 20:25:00,8793,758
246,2020-04-30 20:30:00,9096,823
247,2020-04-30 20:35:00,8839,980
248,2020-04-30 20:40:00,8769,868
249,2020-04-30 20:45:00,5202,536
250,2020-04-30 20:50:00,9983,962
251,2020-04-30 20:55:00,6036,561
252,2020-04-30 21:00:00,8859,629
253,2020-04-30 21:05:00,9218,714
254,2020-04-30 21:10:00,5318,508
255,2020-04-30 21:15:00,8170,734
256,2020-04-30 21:20:00,5786,659
257,2020-04-30 21:25:00,5726,928
258,2020-04-30 21:30:00,5425,866
259,2020-04-30 21:35:00,5191,755
260,2020-04-30 21:40:00,9335,773
261,2020-04-30 21:45:00,9967,818
262,2020-04-30 21:50:00,8720,738
263,2020-04-30 21:55:00,5638,840
264,2020-04-30 22:00:00,8549,656
265,2020-04-30 22:05:00,5233,650
266,2020-04-30 22:10:00,8539,534
267,2020-04-30 22:15:00,6650,748
268,2020-04-30 22:20:00,5085,772
269,2020-04-30 22:25:00,8625,692
270,2020-04-30 22:30:00,6708,973
271,2020-04-30 22:35:00,7870,717
272,2020-04-30 22:40:00,7796,893
273,2020-04-30 22:45:00,5413,607
274,2020-04-30 22:50:00,8441,616
275,2020-04-30 22:55:00,5083,532
276,2020-04-30 23:00:00,7059,606
277,2020-04-30 23:05:00,8250,827
278,2020-04-30 23:10:00,9154,607
279,2020-04-30 23:15:00,7627,876
280,2020-04-30 23:20:00,5227,660
281,2020-04-30 23:25:00,5468,862
282,2020-04-30 23:30:00,8282,920
283,2020-04-30 23:35:00,8958,545
284,2020-04-30 23:40:00,6893,749
285,2020-04-30 23:45:00,5433,750
286,2020-04-30 23:50:00,6410,888
287,2020-04-30 23:55:00,5845,859
288,2020-05-01 00:00:00,5941,542
